age,code,company,gender,job,name
43岁,688670,江苏金迪克生物技术股份有限公司,女,独立董事,程华
64岁,688670,江苏金迪克生物技术股份有限公司,男,独立董事,管建强
53岁,688670,江苏金迪克生物技术股份有限公司,男,监事会主席,魏大昌
56岁,688670,江苏金迪克生物技术股份有限公司,女,监事,黄玲
26岁,688670,江苏金迪克生物技术股份有限公司,男,职工监事,余晖晟
53岁,688670,江苏金迪克生物技术股份有限公司,男,总经理,余军
43岁,688670,江苏金迪克生物技术股份有限公司,男,"董事会秘书,副总经理",樊长勇
52岁,688668,东莞市鼎通精密科技股份有限公司,男,"董事长,董事",王成海
42岁,688668,东莞市鼎通精密科技股份有限公司,男,董事,孔垂军
48岁,688668,东莞市鼎通精密科技股份有限公司,男,董事,许辉
56岁,688669,广东聚石化学股份有限公司,男,董事,杨正高
51岁,688669,广东聚石化学股份有限公司,男,董事,刘鹏辉
44岁,688669,广东聚石化学股份有限公司,男,董事,周侃
43岁,688669,广东聚石化学股份有限公司,男,董事,伍洋
44岁,688669,广东聚石化学股份有限公司,男,董事,彭斯特
60岁,688669,广东聚石化学股份有限公司,男,独立董事,曾幸荣
61岁,688669,广东聚石化学股份有限公司,男,独立董事,陈桂林
51岁,688679,安徽省通源环境节能股份有限公司,女,监事,梁德珍
41岁,688679,安徽省通源环境节能股份有限公司,女,职工监事,穆静
49岁,688679,安徽省通源环境节能股份有限公司,男,总经理,杨明
51岁,688679,安徽省通源环境节能股份有限公司,男,董事会秘书,齐敦卫
41岁,688679,安徽省通源环境节能股份有限公司,男,副总经理,周强
52岁,688679,安徽省通源环境节能股份有限公司,男,副总经理,韩洪彬
54岁,688679,安徽省通源环境节能股份有限公司,男,副总经理,王亮
35岁,688678,福立旺精密机电(中国)股份有限公司,男,董事会秘书,尤洞察
33岁,688678,福立旺精密机电(中国)股份有限公司,女,副总经理,许雅筑
44岁,688678,福立旺精密机电(中国)股份有限公司,女,副总经理,王曾
47岁,688678,福立旺精密机电(中国)股份有限公司,女,财务总监,陈君
64岁,688667,武汉菱电汽车电控系统股份有限公司,男,"董事长,董事",王和平
51岁,688665,四方光电股份有限公司,男,"董事长,董事",熊友辉
45岁,688665,四方光电股份有限公司,男,董事,刘志强
51岁,688665,四方光电股份有限公司,女,董事,董宇
59岁,688663,新风光电子科技股份有限公司,男,"董事长,董事",何洪臣
52岁,688676,海南金盘智能科技股份有限公司,女,副总经理,彭丽芳
47岁,688676,海南金盘智能科技股份有限公司,男,副总经理,黄道军
61岁,688676,海南金盘智能科技股份有限公司,男,副总经理,秦少华
43岁,688676,海南金盘智能科技股份有限公司,女,财务总监,万金梅
59岁,688662,广东富信科技股份有限公司,男,"董事长,董事",刘富林
63岁,688662,广东富信科技股份有限公司,男,"副董事长,董事",刘富坤
56岁,688662,广东富信科技股份有限公司,男,董事,洪云
48岁,688661,苏州和林微纳科技股份有限公司,男,"董事长,董事",骆兴顺
43岁,688661,苏州和林微纳科技股份有限公司,男,董事,刘志巍
66岁,688680,上海海优威新材料股份有限公司,男,独立董事,范明
51岁,688680,上海海优威新材料股份有限公司,男,独立董事,谢力
48岁,688680,上海海优威新材料股份有限公司,男,独立董事,席世昌
51岁,688680,上海海优威新材料股份有限公司,男,监事会主席,黄书斌
50岁,688680,上海海优威新材料股份有限公司,男,监事,全杨
38岁,688680,上海海优威新材料股份有限公司,女,职工监事,李翠娥
51岁,688680,上海海优威新材料股份有限公司,男,总经理,李民
49岁,688680,上海海优威新材料股份有限公司,女,"董事会秘书,副总经理",李晓昱
45岁,688680,上海海优威新材料股份有限公司,男,财务总监,王怀举
51岁,688680,上海海优威新材料股份有限公司,男,销售总监,齐明
44岁,688660,上海电气风电集团股份有限公司,男,"董事长,董事",缪骏
57岁,688659,安徽元琛环保科技股份有限公司,男,"董事长,董事",徐辉
49岁,688670,江苏金迪克生物技术股份有限公司,男,副总经理,夏建国
52岁,688670,江苏金迪克生物技术股份有限公司,女,副总经理,任晚琼
50岁,688670,江苏金迪克生物技术股份有限公司,男,副总经理,滕红刚
43岁,688670,江苏金迪克生物技术股份有限公司,男,副总经理,田国雄
42岁,688670,江苏金迪克生物技术股份有限公司,男,财务总监,黄强
59岁,688668,东莞市鼎通精密科技股份有限公司,男,独立董事,刘族兵
46岁,688668,东莞市鼎通精密科技股份有限公司,女,独立董事,肖继辉
34岁,688668,东莞市鼎通精密科技股份有限公司,男,监事会主席,袁志华
34岁,688668,东莞市鼎通精密科技股份有限公司,男,监事,王成涛
23岁,688668,东莞市鼎通精密科技股份有限公司,男,职工监事,徐浩
52岁,688668,东莞市鼎通精密科技股份有限公司,男,总经理,王成海
32岁,688668,东莞市鼎通精密科技股份有限公司,女,"董事会秘书,副总经理",王晓兰
41岁,688668,东莞市鼎通精密科技股份有限公司,男,副总经理,朱圣根
59岁,688669,广东聚石化学股份有限公司,男,独立董事,孟跃中
39岁,688669,广东聚石化学股份有限公司,女,监事会主席,廖华利
36岁,688669,广东聚石化学股份有限公司,男,监事,袁瑞建
33岁,688669,广东聚石化学股份有限公司,男,监事,梁亚涛
35岁,688669,广东聚石化学股份有限公司,男,职工监事,陈新泰
48岁,688669,广东聚石化学股份有限公司,男,总经理,陈钢
37岁,688669,广东聚石化学股份有限公司,女,董事会秘书,梅菁
56岁,688669,广东聚石化学股份有限公司,男,副总经理,杨正高
51岁,688669,广东聚石化学股份有限公司,男,副总经理,刘鹏辉
44岁,688669,广东聚石化学股份有限公司,男,副总经理,周侃
54岁,688679,安徽省通源环境节能股份有限公司,男,副总经理,王立余
52岁,688679,安徽省通源环境节能股份有限公司,男,财务总监,张云霞
50岁,688667,武汉菱电汽车电控系统股份有限公司,男,董事,吴章华
50岁,688667,武汉菱电汽车电控系统股份有限公司,男,董事,余俊法
32岁,688667,武汉菱电汽车电控系统股份有限公司,男,董事,龚阳
57岁,688667,武汉菱电汽车电控系统股份有限公司,男,独立董事,田祖海
45岁,688667,武汉菱电汽车电控系统股份有限公司,男,独立董事,邹斌
50岁,688667,武汉菱电汽车电控系统股份有限公司,男,独立董事,刘泉军
37岁,688667,武汉菱电汽车电控系统股份有限公司,男,监事会主席,宋桂晓
43岁,688667,武汉菱电汽车电控系统股份有限公司,男,监事,周建伟
35岁,688667,武汉菱电汽车电控系统股份有限公司,女,职工监事,沈文静
64岁,688667,武汉菱电汽车电控系统股份有限公司,男,总经理,王和平
47岁,688667,武汉菱电汽车电控系统股份有限公司,男,"董事会秘书,副总经理",龚本新
50岁,688667,武汉菱电汽车电控系统股份有限公司,男,"副总经理,财务总监",吴章华
50岁,688667,武汉菱电汽车电控系统股份有限公司,男,副总经理,余俊法
50岁,688665,四方光电股份有限公司,女,独立董事,颜莉
55岁,688665,四方光电股份有限公司,男,独立董事,许贤泽
39岁,688665,四方光电股份有限公司,男,监事会主席,石平静
43岁,688665,四方光电股份有限公司,男,监事,何涛
47岁,688665,四方光电股份有限公司,女,职工监事,邬丽娅
45岁,688665,四方光电股份有限公司,男,总经理,刘志强
34岁,688665,四方光电股份有限公司,男,董事会秘书,罗亮
38岁,688665,四方光电股份有限公司,女,"副总经理,财务总监",王凤茹
37岁,688663,新风光电子科技股份有限公司,男,董事,邵亮
42岁,688663,新风光电子科技股份有限公司,男,董事,姜楠
60岁,688663,新风光电子科技股份有限公司,男,董事,徐卫龙
50岁,688663,新风光电子科技股份有限公司,男,董事,刘海涛
65岁,688663,新风光电子科技股份有限公司,男,独立董事,杨耕
53岁,688663,新风光电子科技股份有限公司,女,独立董事,张咏梅
50岁,688663,新风光电子科技股份有限公司,男,独立董事,李田
56岁,688663,新风光电子科技股份有限公司,男,监事会主席,陈吉赞
31岁,688663,新风光电子科技股份有限公司,女,监事,张付会
39岁,688662,广东富信科技股份有限公司,男,董事,曹卫强
32岁,688662,广东富信科技股份有限公司,男,董事,罗嘉恒
49岁,688662,广东富信科技股份有限公司,男,董事,林东平
56岁,688662,广东富信科技股份有限公司,男,独立董事,冯海洲
47岁,688662,广东富信科技股份有限公司,男,独立董事,潘春晓
39岁,688662,广东富信科技股份有限公司,男,独立董事,钟日柱
50岁,688662,广东富信科技股份有限公司,男,监事会主席,梁竞新
45岁,688662,广东富信科技股份有限公司,男,监事,王长河
52岁,688662,广东富信科技股份有限公司,男,监事,范卫星
59岁,688662,广东富信科技股份有限公司,男,总经理,刘富林
57岁,688662,广东富信科技股份有限公司,男,"董事会秘书,财务总监",刘春光
56岁,688662,广东富信科技股份有限公司,男,副总经理,洪云
52岁,688661,苏州和林微纳科技股份有限公司,女,董事,江晓燕
48岁,688661,苏州和林微纳科技股份有限公司,男,董事,马洪伟
55岁,688661,苏州和林微纳科技股份有限公司,男,独立董事,单德彬
50岁,688661,苏州和林微纳科技股份有限公司,男,独立董事,江小三
41岁,688661,苏州和林微纳科技股份有限公司,男,监事会主席,李德志
37岁,688661,苏州和林微纳科技股份有限公司,男,监事,王玉佳
36岁,688660,上海电气风电集团股份有限公司,男,董事,王勇
59岁,688660,上海电气风电集团股份有限公司,男,董事,郑刚
43岁,688660,上海电气风电集团股份有限公司,男,董事,张洪斌
58岁,688660,上海电气风电集团股份有限公司,男,董事,薛伟平
48岁,688659,安徽元琛环保科技股份有限公司,女,董事,梁燕
45岁,688659,安徽元琛环保科技股份有限公司,男,董事,陈志
41岁,688668,东莞市鼎通精密科技股份有限公司,男,副总经理,徐孝新
54岁,688668,东莞市鼎通精密科技股份有限公司,男,财务总监,陈公平
43岁,688669,广东聚石化学股份有限公司,男,财务负责人,伍洋
52岁,688667,武汉菱电汽车电控系统股份有限公司,男,副总经理,石奕
35岁,688665,四方光电股份有限公司,女,副总经理,童琳
42岁,688665,四方光电股份有限公司,男,副总经理,肖进华
44岁,688665,四方光电股份有限公司,男,副总经理,董鹏举
50岁,688665,四方光电股份有限公司,5,副总经理,孔祥军
59岁,688663,新风光电子科技股份有限公司,男,职工监事,程绪东
46岁,688663,新风光电子科技股份有限公司,男,总经理,胡顺全
54岁,688663,新风光电子科技股份有限公司,男,董事会秘书,候磊
52岁,688663,新风光电子科技股份有限公司,男,副总经理,王传雨
44岁,688663,新风光电子科技股份有限公司,男,副总经理,何昭成
49岁,688663,新风光电子科技股份有限公司,男,副总经理,秦显盛
51岁,688663,新风光电子科技股份有限公司,男,副总经理,安守冰
42岁,688663,新风光电子科技股份有限公司,男,副总经理,马云生
37岁,688663,新风光电子科技股份有限公司,男,财务总监,邵亮
48岁,688663,新风光电子科技股份有限公司,男,总工程师,尹彭飞
77岁,688658,悦康药业集团股份有限公司,男,"董事长,董事",于伟仕
41岁,688661,苏州和林微纳科技股份有限公司,男,监事,杨勇
48岁,688661,苏州和林微纳科技股份有限公司,男,总经理,骆兴顺
34岁,688661,苏州和林微纳科技股份有限公司,男,董事会秘书,赵川
43岁,688661,苏州和林微纳科技股份有限公司,男,副总经理,刘志巍
52岁,688661,苏州和林微纳科技股份有限公司,女,副总经理,江晓燕
46岁,688661,苏州和林微纳科技股份有限公司,男,"副总经理,研发中心负责人",钱晓晨
47岁,688655,深圳市迅捷兴科技股份有限公司,男,"董事长,董事",马卓
46岁,688655,深圳市迅捷兴科技股份有限公司,男,董事,李铁
49岁,688655,深圳市迅捷兴科技股份有限公司,女,董事,马颖
41岁,688655,深圳市迅捷兴科技股份有限公司,女,独立董事,洪芳
58岁,688639,安徽华恒生物科技股份有限公司,女,"董事长,董事",郭恒华
55岁,688636,成都智明达电子股份有限公司,男,"董事长,董事",王勇
42岁,688636,成都智明达电子股份有限公司,男,董事,江虎
52岁,688636,成都智明达电子股份有限公司,女,董事,秦音
40岁,688636,成都智明达电子股份有限公司,男,董事,窦勇
57岁,688633,南通星球石墨股份有限公司,女,"董事长,董事",钱淑娟
56岁,688630,合肥芯碁微电子装备股份有限公司,女,"董事长,董事",程卓
43岁,688630,合肥芯碁微电子装备股份有限公司,男,董事,方林
40岁,688630,合肥芯碁微电子装备股份有限公司,女,董事,魏永珍
59岁,688660,上海电气风电集团股份有限公司,男,董事,夏斯成
39岁,688660,上海电气风电集团股份有限公司,男,独立董事,洪彬
46岁,688660,上海电气风电集团股份有限公司,男,独立董事,张恒龙
41岁,688660,上海电气风电集团股份有限公司,女,独立董事,周芬
44岁,688660,上海电气风电集团股份有限公司,女,监事会主席,阎元
45岁,688660,上海电气风电集团股份有限公司,男,监事,夏骏
37岁,688660,上海电气风电集团股份有限公司,男,职工监事,刘向楠
41岁,688660,上海电气风电集团股份有限公司,女,"董事会秘书,财务总监",黄锋锋
59岁,688660,上海电气风电集团股份有限公司,男,副总裁,郑刚
36岁,688660,上海电气风电集团股份有限公司,男,副总裁,王勇
42岁,688660,上海电气风电集团股份有限公司,男,副总裁,王明军
35岁,688660,上海电气风电集团股份有限公司,男,副总裁,吴改
43岁,688659,安徽元琛环保科技股份有限公司,女,董事,郑文贤
56岁,688659,安徽元琛环保科技股份有限公司,男,董事,张文军
58岁,688659,安徽元琛环保科技股份有限公司,男,董事,李金峰
69岁,688659,安徽元琛环保科技股份有限公司,男,独立董事,汪芳泉
59岁,688659,安徽元琛环保科技股份有限公司,男,独立董事,郭宝华
59岁,688659,安徽元琛环保科技股份有限公司,女,独立董事,王素玲
36岁,688659,安徽元琛环保科技股份有限公司,女,监事会主席,张利利
32岁,688659,安徽元琛环保科技股份有限公司,男,监事,朱涛
48岁,688659,安徽元琛环保科技股份有限公司,男,监事,程晓鹏
34岁,688658,悦康药业集团股份有限公司,男,董事,于飞
44岁,688658,悦康药业集团股份有限公司,男,董事,张将
44岁,688658,悦康药业集团股份有限公司,男,董事,宋更申
27岁,688658,悦康药业集团股份有限公司,男,董事,于鹏飞
42岁,688658,悦康药业集团股份有限公司,男,董事,张启波
92岁,688658,悦康药业集团股份有限公司,男,独立董事,陈可冀
62岁,688658,悦康药业集团股份有限公司,男,独立董事,王波
43岁,688658,悦康药业集团股份有限公司,女,独立董事,程华
38岁,688658,悦康药业集团股份有限公司,女,监事会主席,滕秀梅
52岁,688658,悦康药业集团股份有限公司,男,监事,于洋
40岁,688658,悦康药业集团股份有限公司,女,职工监事,王莉莉
34岁,688658,悦康药业集团股份有限公司,男,总经理,于飞
37岁,688661,苏州和林微纳科技股份有限公司,3,财务总监,刘以可
40岁,688655,深圳市迅捷兴科技股份有限公司,4,独立董事,刘木勇
42岁,688655,深圳市迅捷兴科技股份有限公司,男,监事会主席,张仁德
32岁,688655,深圳市迅捷兴科技股份有限公司,女,监事,王丹
27岁,688655,深圳市迅捷兴科技股份有限公司,2,监事,杨丽
47岁,688655,深圳市迅捷兴科技股份有限公司,男,总经理,马卓
34岁,688655,深圳市迅捷兴科技股份有限公司,女,董事会秘书,吴玉梅
47岁,688655,深圳市迅捷兴科技股份有限公司,男,副总经理,杜勇
44岁,688655,深圳市迅捷兴科技股份有限公司,女,财务总监,刘望兰
45岁,688639,安徽华恒生物科技股份有限公司,男,董事,樊义
49岁,688639,安徽华恒生物科技股份有限公司,男,董事,张冬竹
41岁,688639,安徽华恒生物科技股份有限公司,男,董事,张学礼
60岁,688639,安徽华恒生物科技股份有限公司,男,董事,郭恒平
57岁,688636,成都智明达电子股份有限公司,男,独立董事,李鹏
53岁,688636,成都智明达电子股份有限公司,男,独立董事,黄兴旺
50岁,688636,成都智明达电子股份有限公司,男,独立董事,苏国金
48岁,688636,成都智明达电子股份有限公司,男,监事会主席,邝启宇
39岁,688636,成都智明达电子股份有限公司,女,监事,袁一佳
36岁,688636,成都智明达电子股份有限公司,女,职工监事,邵玉华
42岁,688636,成都智明达电子股份有限公司,男,总经理,江虎
52岁,688636,成都智明达电子股份有限公司,女,"董事会秘书,副总经理",秦音
43岁,688636,成都智明达电子股份有限公司,男,副总经理,龙波
40岁,688636,成都智明达电子股份有限公司,男,副总经理,陈云松
51岁,688636,成都智明达电子股份有限公司,女,副总经理,谢菊蓉
45岁,688636,成都智明达电子股份有限公司,男,副总经理,万崇刚
33岁,688633,南通星球石墨股份有限公司,女,"副董事长,董事",张艺
51岁,688633,南通星球石墨股份有限公司,男,董事,夏斌
41岁,688633,南通星球石墨股份有限公司,男,董事,杨志城
47岁,688633,南通星球石墨股份有限公司,男,董事,孙建军
67岁,688630,合肥芯碁微电子装备股份有限公司,男,董事,窦志
60岁,688630,合肥芯碁微电子装备股份有限公司,男,董事,黄庆
45岁,688630,合肥芯碁微电子装备股份有限公司,男,董事,赵凌云
58岁,688630,合肥芯碁微电子装备股份有限公司,男,独立董事,张国铭
61岁,688630,合肥芯碁微电子装备股份有限公司,男,独立董事,杨维生
35岁,688630,合肥芯碁微电子装备股份有限公司,女,独立董事,胡刘芬
33岁,688630,合肥芯碁微电子装备股份有限公司,女,监事会主席,魏美芹
40岁,688630,合肥芯碁微电子装备股份有限公司,男,监事,刘臻
36岁,688630,合肥芯碁微电子装备股份有限公司,女,职工监事,纵文博
46岁,688659,安徽元琛环保科技股份有限公司,女,职工监事,凌敏
42岁,688659,安徽元琛环保科技股份有限公司,男,职工监事,王法庭
48岁,688659,安徽元琛环保科技股份有限公司,女,总经理,梁燕
31岁,688659,安徽元琛环保科技股份有限公司,男,董事会秘书,蒯贇
45岁,688659,安徽元琛环保科技股份有限公司,男,副总经理,陈志
43岁,688659,安徽元琛环保科技股份有限公司,女,副总经理,郑文贤
36岁,688659,安徽元琛环保科技股份有限公司,女,副总经理,童翠香
52岁,688659,安徽元琛环保科技股份有限公司,女,财务总监,王若邻
59岁,688656,江苏浩欧博生物医药股份有限公司,男,"董事长,董事",JOHN LI
58岁,688656,江苏浩欧博生物医药股份有限公司,男,"副董事长,董事",王凯
48岁,688656,江苏浩欧博生物医药股份有限公司,男,董事,刘青新
40岁,688628,优利德科技(中国)股份有限公司,男,"董事长,董事",洪少俊
34岁,688658,悦康药业集团股份有限公司,女,董事会秘书,许楠
44岁,688658,悦康药业集团股份有限公司,男,副总经理,张将
44岁,688658,悦康药业集团股份有限公司,男,副总经理,宋更申
41岁,688658,悦康药业集团股份有限公司,男,副总经理,张伟
50岁,688658,悦康药业集团股份有限公司,女,财务总监,刘燕
40岁,688636,成都智明达电子股份有限公司,男,财务总监,苏鹏飞
53岁,688622,广州禾信仪器股份有限公司,男,"董事长,董事",周振
41岁,688621,北京阳光诺和药物研究股份有限公司,男,"董事长,董事",利虔
46岁,688633,南通星球石墨股份有限公司,女,董事,朱莉
53岁,688633,南通星球石墨股份有限公司,男,独立董事,张跃华
54岁,688633,南通星球石墨股份有限公司,女,独立董事,谷正芬
47岁,688633,南通星球石墨股份有限公司,男,独立董事,洪加健
59岁,688633,南通星球石墨股份有限公司,男,监事会主席,张进尧
42岁,688633,南通星球石墨股份有限公司,男,监事,陈小峰
33岁,688633,南通星球石墨股份有限公司,女,职工监事,杨锦秋
51岁,688633,南通星球石墨股份有限公司,男,总经理,夏斌
41岁,688633,南通星球石墨股份有限公司,男,"董事会秘书,副总经理",杨志城
48岁,688619,罗普特科技集团股份有限公司,男,"董事长,董事",陈延行
58岁,688617,深圳惠泰医疗器械股份有限公司,男,"董事长,董事",成正辉
54岁,688617,深圳惠泰医疗器械股份有限公司,男,董事,戴振华
59岁,688617,深圳惠泰医疗器械股份有限公司,男,董事,徐轶青
47岁,688617,深圳惠泰医疗器械股份有限公司,男,董事,胡旭波
43岁,688630,合肥芯碁微电子装备股份有限公司,男,总经理,方林
40岁,688630,合肥芯碁微电子装备股份有限公司,女,"董事会秘书,财务总监",魏永珍
66岁,688616,杭州西力智能科技股份有限公司,男,"董事长,董事",宋毅然
57岁,688616,杭州西力智能科技股份有限公司,女,"副董事长,董事",周小蕾
42岁,688656,江苏浩欧博生物医药股份有限公司,男,董事,周俊峰
41岁,688656,江苏浩欧博生物医药股份有限公司,男,独立董事,李超宏
60岁,688656,江苏浩欧博生物医药股份有限公司,男,独立董事,徐达民
42岁,688656,江苏浩欧博生物医药股份有限公司,男,独立董事,陆骄
44岁,688656,江苏浩欧博生物医药股份有限公司,女,监事会主席,焦海云
38岁,688656,江苏浩欧博生物医药股份有限公司,女,监事,宋风霞
40岁,688628,优利德科技(中国)股份有限公司,男,"副董事长,董事",洪少林
44岁,688628,优利德科技(中国)股份有限公司,男,董事,周建华
51岁,688628,优利德科技(中国)股份有限公司,男,董事,张兴
48岁,688628,优利德科技(中国)股份有限公司,女,董事,甘宗秀
42岁,688628,优利德科技(中国)股份有限公司,男,董事,汪世英
59岁,688628,优利德科技(中国)股份有限公司,男,独立董事,袁鸿
50岁,688628,优利德科技(中国)股份有限公司,男,独立董事,杨月彬
55岁,688622,广州禾信仪器股份有限公司,男,"副董事长,董事",傅忠
54岁,688622,广州禾信仪器股份有限公司,男,董事,陆万里
40岁,688622,广州禾信仪器股份有限公司,男,董事,高伟
36岁,688622,广州禾信仪器股份有限公司,男,董事,洪义
31岁,688622,广州禾信仪器股份有限公司,男,董事,罗德耀
54岁,688622,广州禾信仪器股份有限公司,男,独立董事,刘桂雄
41岁,688622,广州禾信仪器股份有限公司,男,独立董事,叶竹盛
58岁,688622,广州禾信仪器股份有限公司,男,独立董事,陈明
36岁,688622,广州禾信仪器股份有限公司,男,监事会主席,黄渤
35岁,688622,广州禾信仪器股份有限公司,男,监事,申意化
38岁,688622,广州禾信仪器股份有限公司,男,监事,梁传足
40岁,688621,北京阳光诺和药物研究股份有限公司,男,董事,刘宇晶
34岁,688621,北京阳光诺和药物研究股份有限公司,男,董事,赵凌阳
39岁,688621,北京阳光诺和药物研究股份有限公司,男,董事,李文然
36岁,688621,北京阳光诺和药物研究股份有限公司,男,董事,张颖
42岁,688621,北京阳光诺和药物研究股份有限公司,女,董事,陈巧
52岁,688621,北京阳光诺和药物研究股份有限公司,男,独立董事,胡雪峰
50岁,688621,北京阳光诺和药物研究股份有限公司,男,独立董事,何壮坤
58岁,688621,北京阳光诺和药物研究股份有限公司,男,独立董事,束哲民
40岁,688621,北京阳光诺和药物研究股份有限公司,女,监事会主席,王丹丹
40岁,688621,北京阳光诺和药物研究股份有限公司,女,监事,项容
38岁,688621,北京阳光诺和药物研究股份有限公司,女,职工监事,张金凤
47岁,688633,南通星球石墨股份有限公司,男,副总经理,孙建军
46岁,688633,南通星球石墨股份有限公司,女,财务总监,朱莉
53岁,688619,罗普特科技集团股份有限公司,女,"副董事长,董事",陈碧珠
37岁,688619,罗普特科技集团股份有限公司,男,董事,江文涛
68岁,688619,罗普特科技集团股份有限公司,男,董事,吴东
46岁,688619,罗普特科技集团股份有限公司,男,董事,何锐
59岁,688617,深圳惠泰医疗器械股份有限公司,男,独立董事,肖岳峰
46岁,688617,深圳惠泰医疗器械股份有限公司,男,独立董事,夏立军
59岁,688617,深圳惠泰医疗器械股份有限公司,男,独立董事,朱援祥
38岁,688617,深圳惠泰医疗器械股份有限公司,女,监事会主席,龚蕾
36岁,688617,深圳惠泰医疗器械股份有限公司,男,监事,蒋亚超
35岁,688617,深圳惠泰医疗器械股份有限公司,男,职工监事,代光荣
47岁,688616,杭州西力智能科技股份有限公司,男,董事,朱永丰
58岁,688616,杭州西力智能科技股份有限公司,男,董事,陈龙
48岁,688616,杭州西力智能科技股份有限公司,男,董事,王小东
41岁,688616,杭州西力智能科技股份有限公司,女,董事,夏祺洁
63岁,688616,杭州西力智能科技股份有限公司,男,独立董事,陈波
38岁,688616,杭州西力智能科技股份有限公司,男,独立董事,龚启辉
66岁,688616,杭州西力智能科技股份有限公司,女,独立董事,陈奥
51岁,688616,杭州西力智能科技股份有限公司,男,监事会主席,徐新如
46岁,688616,杭州西力智能科技股份有限公司,男,监事,陈波1
59岁,688616,杭州西力智能科技股份有限公司,男,监事,杨培勇
54岁,688616,杭州西力智能科技股份有限公司,男,监事,胡全胜
43岁,688616,杭州西力智能科技股份有限公司,男,职工监事,杨兴
57岁,688616,杭州西力智能科技股份有限公司,女,"总经理,董事会秘书",周小蕾
37岁,688656,江苏浩欧博生物医药股份有限公司,男,职工监事,马飞
59岁,688656,江苏浩欧博生物医药股份有限公司,男,总经理,JOHN LI
58岁,688656,江苏浩欧博生物医药股份有限公司,男,董事会秘书,王凯
48岁,688656,江苏浩欧博生物医药股份有限公司,男,副总经理,刘青新
50岁,688656,江苏浩欧博生物医药股份有限公司,女,副总经理,孙国敬
50岁,688656,江苏浩欧博生物医药股份有限公司,男,副总经理,孙若亮
48岁,688656,江苏浩欧博生物医药股份有限公司,女,副总经理,黄晓华
46岁,688656,江苏浩欧博生物医药股份有限公司,男,财务总监,李翊
53岁,688613,奥精医疗科技股份有限公司,男,"董事长,董事",胡刚
45岁,688618,深圳市三旺通信股份有限公司,男,"董事长,董事",熊伟
47岁,688618,深圳市三旺通信股份有限公司,男,董事,吴健
45岁,688618,深圳市三旺通信股份有限公司,男,董事,袁自军
65岁,688628,优利德科技(中国)股份有限公司,女,独立董事,孔小文
46岁,688628,优利德科技(中国)股份有限公司,男,监事会主席,高志超
41岁,688628,优利德科技(中国)股份有限公司,男,监事,张邓
39岁,688628,优利德科技(中国)股份有限公司,男,职工监事,杨正军
40岁,688628,优利德科技(中国)股份有限公司,男,总经理,洪少俊
44岁,688628,优利德科技(中国)股份有限公司,男,"董事会秘书,副总经理,对外事务管理中心总监",周建华
40岁,688628,优利德科技(中国)股份有限公司,男,"副总经理,技术中心总监",洪少林
51岁,688628,优利德科技(中国)股份有限公司,男,"副总经理,财务总监",张兴
53岁,688622,广州禾信仪器股份有限公司,男,总经理,周振
54岁,688622,广州禾信仪器股份有限公司,男,董事会秘书,陆万里
55岁,688622,广州禾信仪器股份有限公司,男,副总经理,傅忠
40岁,688622,广州禾信仪器股份有限公司,男,副总经理,高伟
40岁,688622,广州禾信仪器股份有限公司,男,副总经理,黄正旭
42岁,688622,广州禾信仪器股份有限公司,男,副总经理,蒋米仁
40岁,688621,北京阳光诺和药物研究股份有限公司,男,总经理,刘宇晶
34岁,688621,北京阳光诺和药物研究股份有限公司,男,"董事会秘书,财务总监",赵凌阳
42岁,688621,北京阳光诺和药物研究股份有限公司,男,副总经理,郝光涛
38岁,688621,北京阳光诺和药物研究股份有限公司,男,副总经理,罗桓
45岁,688621,北京阳光诺和药物研究股份有限公司,男,副总经理,童元峰
44岁,688621,北京阳光诺和药物研究股份有限公司,女,副总经理,邵妍
51岁,688621,北京阳光诺和药物研究股份有限公司,男,副总经理,托新权
50岁,688619,罗普特科技集团股份有限公司,女,董事,马丽雅
58岁,688619,罗普特科技集团股份有限公司,男,独立董事,邵宜航
46岁,688619,罗普特科技集团股份有限公司,女,独立董事,陈旻
58岁,688619,罗普特科技集团股份有限公司,女,独立董事,林晓月
65岁,688619,罗普特科技集团股份有限公司,女,监事会主席,叶美萍
31岁,688619,罗普特科技集团股份有限公司,女,监事,周璐
39岁,688619,罗普特科技集团股份有限公司,男,职工监事,许坤明
37岁,688619,罗普特科技集团股份有限公司,男,总经理,江文涛
39岁,688619,罗普特科技集团股份有限公司,女,"董事会秘书,财务总监",余丽梅
53岁,688619,罗普特科技集团股份有限公司,女,副总经理,陈碧珠
58岁,688617,深圳惠泰医疗器械股份有限公司,男,总经理,成正辉
54岁,688617,深圳惠泰医疗器械股份有限公司,男,"董事会秘书,副总经理,财务负责人",戴振华
59岁,688617,深圳惠泰医疗器械股份有限公司,男,副总经理,徐轶青
59岁,688617,深圳惠泰医疗器械股份有限公司,男,副总经理,韩永贵
57岁,688617,深圳惠泰医疗器械股份有限公司,男,副总经理,Yuchen Qiu
46岁,688617,深圳惠泰医疗器械股份有限公司,男,副总经理,刘芳远
51岁,688617,深圳惠泰医疗器械股份有限公司,男,副总经理,王卫
47岁,688616,杭州西力智能科技股份有限公司,男,常务副总经理,朱永丰
47岁,688616,杭州西力智能科技股份有限公司,男,副总经理,胡余生
59岁,688616,杭州西力智能科技股份有限公司,男,副总经理,虞建平
